,TotalSF,OverallQual,KitchenExterQual,GrLivArea,TotalBsmtSF,GarageArea,GarageCars,Baths,ExterQual,KitchenQual,BsmtQual,GarageYrBlt,FullBath,YearBuilt,1stFlrSF,After91,LotFrontage,YearRemodAdd,FireplaceQu,HasFireplaces,FoundationGroup_PConc,TotRmsAbvGrd,Fireplaces,HeatingQC,NeighGroup_NNS,BsmtFinSF1,GarageFinish_Unf,HasOpenPorchSF,HeatingEx,NeighGroup_BlueSwis,MSSubClassGroup_60,BsmtUnfSF,GarageType_Attchd,OverallCond,2ndFlrSF,Foundation_CBlock,MSZoningGroup_Group2,GarageType_Detchd,BsmtFinType1_GLQ,Ext1stGrp_Group2,MasVnrArea,LotArea,SaleCondition_Partial,LotShapeGroup_Group3,MSSubClassGroup_Group2,GarageFinish_RFn,SaleTypeGroup_Group2,BedroomAbvGr,Ext1stGrp_Group4,NeighGroup_BNS,MSZoning_RM,Neighborhood_NAmes,HasWoodDeckSF,Exterior1st_VinylSd,NeighGroup_STV,MasVnrType_None,NeighGroup_C3,OpenPorchSF,GarageFinish_None,Neighborhood_NridgHt,HasMasVnrArea,Electrical_SBrkr,MSSubClass_30,Neighborhood_Somerst,MasVnrGroup_Group3,GarageCond,Neighborhood_NoRidge,Exterior2nd_Wd Sdng,MSZoning_RL,WoodDeckSF,SaleType_WD,NeighGroup_BrMeadow,HasGarageArea,MasVnrGroup_Group2,BsmtCond,Neighborhood_OldTown,MSSubClassGroup_Group1,Neighborhood_CollgCr,Neighborhood_Gilbert,Fence_None,GarageQual,CentralAir_Y,Exterior1st_Wd Sdng,HouseStyle_2Story,HasEnclosedPorch,Neighborhood_IDOTRR,MSZoning_FV,BsmtFullBath,PavedDrive_Y,HasScreenPorch,ExposureGroup_Group2,Neighborhood_BrkSide,LotConfig_CulDSac,HasTotalBsmtSF,ExposureGroup_Group4,Neighborhood_NPkVill,Alley_None,Fence_MnPrv,ExposureGroup_None,RoofstyleGroup_Group2,GarageType_BuiltIn,MSSubClass_50,Electrical_FuseF,Has2ndFlrSF,BldgGroup_BldgGroup,Neighborhood_BrDale,MSSubClass_160,Ext1stGrp_Group3,Neighborhood_Edwards,Exterior1st_MetalSd,SaleCondition_Normal,HouseStyle_SLvl,Neighborhood_Sawyer,SaleType_ConLD,MSSubClass_80,Foundation_Wood,BsmtFinType1_Rec,LandContourGroup_Group2,Ext1stGrp_Group5,YrSold,Neighborhood_StoneBr,Exterior2nd_Plywood,GarageType_CarPort,MSSubClass_90,LandContourGroup_Group3,MSSubClassGroup_Group3,Neighborhood_Crawfor,Neighborhood_NWAmes,LotConfig_Inside,Functional_Typ,Neighborhood_SawyerW,Exterior2nd_HdBoard,BldgType_Twnhs,KitchenAbvGr,MSSubClass_180,ExterCond,LandContour_Low,HouseStyle_SFoyer,HouseStyle_1Story,FoundationGroup_Slab,MSSubClass_85,Neighborhood_Mitchel,Exterior2nd_Stucco,PoolQC,HouseStyle_1.5Unf,MSSubClass_20,Alley_Pave,RoofStyle_Shed,BsmtFinType1_BLQ,SaleCondition_Alloca,Exterior2nd_Wd Shng,BsmtExposure_Mn,Electrical_FuseP,Heating_Wall,MSSubClass_45,Neighborhood_Blueste,Neighborhood_Timber,Functional_Min2,HasMiscVal,RoofStyle_Hip,BldgType_2fmCon,Exterior2nd_Brk Cmn,LandContour_HLS,LotShape_IR3,LotShape_IR2,Exterior1st_AsphShn,Exterior2nd_AsphShn,PavedDrive_P,RoofMatl_WdShake,LotShapeGroup_Group2,RoofMatl_WdShngl,Street_Pave,Condition1_RRAe,Condition2_Feedr,SaleType_CWD,SaleConditionGroup_Group2,Functional_Mod,BsmtFinType2_BLQ,RoofMatl_Tar&Grv,MSZoning_RH,HouseStyle_2.5Unf,Neighborhood_Veenker,MSSubClass_70,Exterior1st_CemntBd,Condition1_PosA,Condition1_PosN,Neighborhood_SWISU,Condition2_Norm,BsmtFinSF2,Exterior1st_WdShing,Neighborhood_MeadowV,MSSubClass_40,Condition2_PosA,BsmtFinType2_Rec,LowQualFinSF,RoofStyle_Gambrel
223,1728.0,4,6.0,864,864.0,576.0,2.0,1.0,3,3.0,3,1989.0,1,1971,864,0,70.0,1971,0,0,0,4,0,4,0,524.0,1,0,0,1,0,160.0,0,6,0,1,1,1,0,0,0.0,10500,0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,216,1,0,1,0,3,0,0,0,0,1,3,1,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.0,0,0,0,0,0,0,0
224,4784.0,10,10.0,2392,2392.0,968.0,3.0,2.0,5,5.0,5,2003.0,2,2003,2392,1,103.0,2003,5,1,1,8,1,5,1,56.0,0,1,1,0,0,2336.0,1,5,0,0,1,0,1,1,922.0,13472,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,105,0,1,1,1,0,0,0,3,0,0,1,248,1,0,1,1,3,0,0,0,0,1,3,1,0,0,0,0,0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
225,1932.0,5,6.0,1302,630.0,280.0,1.0,2.5,3,3.0,3,1991.0,2,1971,630,0,21.0,1971,0,0,0,6,0,3,0,0.0,1,0,0,0,0,630.0,0,5,672,1,0,1,0,0,142.0,1680,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,1,1,3,0,1,0,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
226,3723.0,7,8.0,2520,1203.0,721.0,3.0,2.5,4,4.0,4,1995.0,2,1995,1214,1,82.0,1995,3,1,1,9,1,5,1,565.0,0,1,1,0,1,638.0,1,5,1306,0,1,0,1,1,290.0,9950,0,0,0,1,0,4,0,0,0,0,1,1,0,0,0,114,0,0,1,1,0,0,0,3,1,0,1,224,1,0,1,1,3,0,0,0,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
227,1470.0,6,6.0,987,483.0,280.0,1.0,1.5,3,3.0,3,1987.0,1,1970,483,0,21.0,1970,0,0,0,5,0,3,0,321.0,1,0,0,0,0,162.0,0,6,504,1,0,1,0,0,127.0,1869,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,1,1,1,3,0,1,0,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2008,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
228,1824.0,5,6.0,912,912.0,336.0,1.0,1.0,3,3.0,3,1974.0,1,1967,912,0,70.0,1967,2,1,0,5,1,3,0,842.0,1,0,0,1,0,70.0,0,5,0,1,1,1,0,0,0.0,8521,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,1,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2010,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
229,2928.0,7,8.0,1555,1373.0,430.0,2.0,2.0,4,4.0,4,2005.0,2,2005,1555,1,43.0,2006,3,1,1,7,1,5,0,16.0,0,1,1,0,0,1357.0,1,5,0,0,1,0,1,1,16.0,3182,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,20,0,0,1,1,0,0,0,3,0,0,1,143,1,0,1,1,3,0,0,0,0,1,3,1,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
230,2388.0,6,6.0,1194,1194.0,312.0,1.0,2.0,3,3.0,3,1959.0,1,1959,1194,0,73.0,1959,0,0,0,6,0,3,0,0.0,0,0,0,1,0,1194.0,1,6,0,1,1,0,0,0,220.0,8760,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,1,0,1,1,3,0,0,0,0,1,3,1,0,0,1,0,0,1.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2010,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
231,4256.0,8,9.0,2794,1462.0,810.0,3.0,3.5,4,5.0,4,1995.0,2,1995,1490,1,174.0,1996,3,1,1,9,1,5,1,689.0,0,1,1,0,1,773.0,1,5,1304,0,1,0,1,1,506.0,15138,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,146,0,0,1,1,0,0,0,3,1,0,1,0,1,0,1,1,3,0,0,0,0,1,3,1,0,1,1,0,0,1.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
232,1470.0,6,6.0,987,483.0,288.0,1.0,1.5,3,3.0,3,1972.0,1,1972,483,0,21.0,1972,1,1,0,5,1,3,0,0.0,1,0,0,0,0,483.0,1,5,504,1,0,0,0,0,297.0,1680,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,1,1,1,3,0,1,0,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2006,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
233,1788.0,5,6.0,894,894.0,308.0,1.0,2.0,3,3.0,3,1976.0,1,1976,894,0,75.0,1976,0,0,0,5,0,3,0,182.0,1,0,0,0,0,0.0,1,6,0,1,1,0,0,0,0.0,10650,0,1,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,1,365,1,0,1,0,4,0,0,1,0,0,3,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2010,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,712.0,0,0,0,0,0,0,0
234,2820.0,6,8.0,1960,860.0,440.0,2.0,3.5,4,4.0,4,2002.0,2,2002,860,1,68.50761021204717,2002,3,1,1,8,2,5,0,625.0,0,1,1,0,1,235.0,0,5,1100,0,1,0,1,1,0.0,7851,0,1,0,0,0,4,0,1,0,0,1,1,0,1,0,48,0,0,0,1,0,0,0,3,0,0,1,288,1,0,1,0,3,0,0,0,1,1,3,1,0,1,0,0,0,1.0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
235,1470.0,6,6.0,987,483.0,264.0,1.0,1.5,3,3.0,3,1971.0,1,1971,483,0,21.0,1971,0,0,0,5,0,3,0,358.0,1,0,0,0,0,125.0,0,3,504,1,0,1,0,0,604.0,1680,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,1,1,1,3,0,1,0,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2008,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
236,2828.0,7,8.0,1414,1414.0,494.0,2.0,2.0,4,4.0,4,2004.0,2,2004,1414,1,65.0,2004,0,0,1,6,0,5,0,24.0,0,1,1,0,0,1390.0,1,5,0,0,1,0,1,1,98.0,8773,0,1,0,1,0,3,0,0,0,0,1,1,0,0,1,105,0,0,1,1,0,0,0,3,0,0,1,132,1,0,1,1,3,0,0,1,0,1,3,1,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
237,2740.0,7,8.0,1744,996.0,457.0,2.0,2.5,4,4.0,4,1993.0,2,1993,1014,1,75.88953540812767,2003,0,0,1,7,0,5,0,402.0,0,1,1,0,1,594.0,1,7,730,0,1,0,0,0,0.0,9453,0,0,0,1,0,3,0,1,0,0,1,0,0,1,0,70,0,0,0,1,0,0,0,3,0,0,1,370,1,0,1,0,3,0,0,0,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2010,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
238,3388.0,8,9.0,1694,1694.0,818.0,3.0,2.0,5,4.0,5,2007.0,2,2007,1694,1,93.0,2007,0,0,1,7,0,5,1,0.0,0,1,1,0,0,1694.0,1,5,0,0,1,0,0,1,254.0,12030,1,1,0,0,1,3,0,0,0,0,1,1,0,0,0,228,0,1,1,1,0,0,0,3,0,0,1,168,0,0,1,1,3,0,0,0,0,1,3,1,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
239,2222.0,6,6.0,1487,735.0,220.0,1.0,1.5,3,3.0,3,1949.0,1,1945,798,0,52.0,1950,4,1,0,7,1,3,0,94.0,1,1,0,0,0,641.0,0,4,689,1,1,1,0,1,0.0,8741,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,140,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,2,0,1,0,0,0,3,1,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
240,3132.0,8,8.0,1566,1566.0,750.0,2.0,3.0,4,4.0,4,2008.0,2,2008,1566,1,75.0,2008,0,0,1,7,0,5,0,1078.0,0,1,1,0,0,488.0,1,5,0,0,1,0,1,1,36.0,9000,0,1,0,1,0,3,0,0,0,0,1,1,1,0,0,168,0,0,1,1,0,1,1,3,0,0,0,144,1,0,1,0,3,0,0,0,0,1,3,1,0,0,0,0,1,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
241,1552.0,5,7.0,866,686.0,0.0,0.0,1.0,3,4.0,3,1949.8125,1,1945,866,0,40.0,1997,0,0,0,4,0,4,0,329.0,0,1,0,0,0,357.0,0,9,0,1,0,0,0,1,0.0,3880,0,1,1,0,0,2,0,0,1,0,1,1,0,1,0,42,1,0,0,1,1,0,0,0,0,0,0,58,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
242,1980.0,5,6.0,1440,540.0,352.0,1.0,1.0,3,3.0,3,1940.0,1,1900,889,0,63.0,1950,0,0,0,6,0,4,0,0.0,1,0,0,0,0,540.0,1,4,551,0,0,0,0,0,0.0,5000,0,1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,3,1,1,0,0,1,2,0,1,0,1,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
243,1843.0,6,6.0,1217,626.0,288.0,1.0,1.5,3,3.0,4,1980.0,1,1980,626,0,75.0,1980,3,1,0,6,1,3,0,0.0,0,1,0,0,0,626.0,1,6,591,1,1,0,0,0,0.0,10762,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,28,0,0,0,1,0,0,0,3,0,0,1,0,1,0,1,0,3,0,1,0,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2009,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
244,3058.0,7,8.0,2110,948.0,463.0,2.0,3.5,4,4.0,4,1994.0,2,1994,1222,1,70.03281433398129,2002,2,1,1,8,2,5,0,695.0,0,1,1,0,1,253.0,1,5,888,0,1,0,1,1,0.0,8880,0,0,0,1,0,3,0,1,0,0,0,1,0,1,0,130,0,0,0,1,0,0,0,3,0,0,1,0,1,0,1,0,3,0,0,0,0,1,3,1,0,1,0,0,0,1.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
245,3717.0,7,6.0,1872,1845.0,604.0,2.0,2.5,3,3.0,4,1988.0,2,1988,1872,0,80.0,1988,3,1,0,6,1,4,0,929.0,0,1,0,0,0,916.0,1,5,0,1,1,0,1,0,102.0,10400,0,1,0,0,0,3,1,1,0,0,1,0,0,0,0,39,0,0,1,1,0,0,0,3,0,1,1,197,1,0,1,1,3,0,0,0,0,1,3,1,1,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
246,2948.0,6,5.0,1928,1020.0,440.0,1.0,2.0,3,2.0,2,1910.0,2,1910,908,0,69.0,1950,0,0,0,9,0,4,0,0.0,1,1,0,0,0,1020.0,0,8,1020,0,0,1,0,0,0.0,9142,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,60,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
247,2742.0,6,6.0,1375,1367.0,451.0,2.0,1.0,3,3.0,3,1954.0,1,1954,1375,0,75.0,1954,3,1,0,5,1,5,0,0.0,1,1,1,1,0,1367.0,1,5,0,1,1,0,0,0,0.0,11310,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,30,0,0,0,1,0,0,0,3,0,0,1,0,1,0,1,0,3,0,0,0,0,1,3,1,1,0,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
248,2508.0,7,8.0,1668,840.0,500.0,2.0,2.5,4,4.0,4,2003.0,2,2003,840,1,72.0,2003,0,0,1,8,0,5,0,0.0,0,1,1,0,1,840.0,1,5,828,0,1,0,0,1,101.0,11317,0,1,0,1,0,3,0,0,0,0,1,1,0,0,1,68,0,0,1,1,0,0,0,3,0,0,1,144,1,0,1,1,3,0,0,1,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
249,3588.0,6,8.0,2144,1444.0,389.0,2.0,2.5,4,4.0,4,1958.0,2,1958,1444,0,216.19122247817276,2006,3,1,0,7,2,4,0,697.0,0,1,0,0,0,747.0,1,7,700,1,1,0,0,0,472.0,159000,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,98,0,0,1,1,0,0,0,3,0,0,1,0,1,0,1,0,3,0,1,0,0,1,3,1,1,0,0,0,0,0.0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2007,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
