,OverallQual,GarageCars,TotalBsmtSF,GrLivArea,GarageArea,FullBath,YearBuilt,GarageYrBlt,ExterQual_TA,1stFlrSF,KitchenQual_TA,LotFrontage,ExterQual_Gd,Foundation_PConc,TotRmsAbvGrd,KitchenQual_Gd,YearRemodAdd,BsmtQual_Gd,Fireplaces,BsmtFinSF1,BsmtQual_TA,FireplaceQu_None,GarageFinish_Unf,GarageType_Attchd,BsmtUnfSF,GarageType_Detchd,MSSubClass_60,2ndFlrSF,OverallCond,BsmtFinType1_GLQ,Foundation_CBlock,Exterior1st_VinylSd,LotShape_Reg,MSSubClass_30,HeatingQC_TA,LotArea,MasVnrArea,MasVnrType_None,Neighborhood_NAmes,MSZoning_RM,CentralAir_Y,SaleCondition_Partial,GarageQual_None,HalfBath,GarageFinish_RFn,FireplaceQu_Gd,Neighborhood_NridgHt,GarageQual_TA,HouseStyle_2Story,FireplaceQu_TA,WoodDeckSF,PavedDrive_Y,GarageCond_TA,Neighborhood_NoRidge,MSZoning_RL,SaleType_WD,BedroomAbvGr,Electrical_SBrkr,MasVnrType_Stone,Neighborhood_Somerst,Neighborhood_CollgCr,OpenPorchSF,PoolQC_None,BsmtExposure_Gd,Neighborhood_Gilbert,Street_Pave,Neighborhood_OldTown,KitchenAbvGr,BsmtExposure_No,YrSold,Fence_MnPrv,MSZoning_FV,MasVnrType_BrkFace,Neighborhood_MeadowV,Exterior1st_Wd Sdng,EnclosedPorch,BsmtCond_Gd,Exterior2nd_Wd Sdng,KitchenQual_Fa,BsmtFinType1_Rec,BsmtFinSF2,MSSubClass_160,Exterior1st_CemntBd,Neighborhood_ClearCr,Neighborhood_BrkSide,RoofStyle_Hip,Neighborhood_IDOTRR,GarageType_BuiltIn,MSSubClass_50,Neighborhood_StoneBr,HeatingQC_Gd,Neighborhood_Sawyer,PavedDrive_P,Fence_None,HouseStyle_SFoyer,GarageCond_Fa,SaleCondition_Normal,MSSubClass_45,Functional_Typ,LotConfig_Inside,Exterior1st_MetalSd,Electrical_FuseF,Exterior1st_HdBoard,BsmtQual_Fa,HeatingQC_Fa,Exterior2nd_Plywood,ExterCond_TA,BldgType_Duplex,LotConfig_CulDSac,Alley_None,LotShape_IR2,Neighborhood_Edwards,BsmtFinType2_BLQ,RoofStyle_Gable,GarageCond_Po,Functional_Min2,LandSlope_Mod,ScreenPorch,ExterQual_Fa,Neighborhood_SawyerW,FireplaceQu_Po,LandContour_Lvl,MSSubClass_40,LandContour_HLS,RoofMatl_Tar&Grv,SaleType_ConLw,BsmtExposure_None,Neighborhood_BrDale,RoofStyle_Mansard,MiscVal,BldgType_TwnhsE,Alley_Pave,Exterior1st_WdShing,GarageType_CarPort,Fence_GdWo,Exterior1st_BrkFace,Condition2_Norm,BsmtFinType1_Unf,Heating_Grav,HouseStyle_SLvl,Foundation_Slab,BsmtExposure_Mn,MSSubClass_70,BsmtFinType2_Rec,Condition1_RRAe,Exterior2nd_BrkFace,HouseStyle_1.5Unf,Neighborhood_Mitchel,Electrical_FuseP,Neighborhood_NWAmes,MSSubClass_180,HouseStyle_2.5Unf,RoofStyle_Shed,BsmtFinType2_GLQ,LandSlope_Sev,MSSubClass_85,LotConfig_FR3,LotConfig_FR2,RoofMatl_WdShngl,BsmtHalfBath,Neighborhood_Blueste,Exterior1st_BrkComm,Neighborhood_Timber,Condition1_Norm,Neighborhood_SWISU,BldgType_2fmCon,Neighborhood_Veenker,Condition1_PosA,SaleCondition_Alloca,SaleType_ConLD,3SsnPorch,LotShape_IR3,Condition1_PosN,BsmtFinType1_LwQ,BsmtFinType1_BLQ,MSZoning_RH,Neighborhood_NPkVill,FireplaceQu_Fa
122,6,1.0,1080.0,1080,288.0,1,1958,1958.0,1,1080,1,75.0,0,0,5,0,1958,0,0,570.0,1,1,1,1,510.0,0,0,0,7,0,1,0,1,0,0,9464,135.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2008,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,6,2.0,1199.0,1199,530.0,2,1993,1993.0,0,1199,0,55.0,1,1,5,1,1993,1,0,300.0,0,1,0,1,899.0,0,0,0,5,1,0,0,1,0,0,7892,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,2,1,0,0,0,63,1,0,0,1,0,1,1,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,6,2.0,1362.0,1586,435.0,2,1979,1979.0,1,1586,1,48.0,0,0,7,0,1998,1,1,0.0,0,0,1,1,1362.0,0,0,0,5,0,1,0,0,0,1,17043,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,192,1,1,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,6,0.0,520.0,754,0.0,1,1935,1948.1805555555557,1,520,1,60.0,0,0,5,0,1982,0,0,490.0,1,1,0,0,30.0,0,0,0,8,1,1,0,1,0,0,6780,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,53,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,2006,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,6,2.0,1078.0,958,440.0,2,1976,1977.0,1,958,1,59.10909259973241,0,0,5,0,1976,1,1,120.0,0,0,0,1,958.0,0,0,0,5,0,1,0,0,0,1,4928,0.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,2,1,0,0,0,205,1,0,0,1,0,1,1,2007,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
127,5,0.0,672.0,840,0.0,1,1930,1949.8125,1,840,1,55.0,0,0,5,0,1950,0,1,116.0,1,0,0,0,556.0,0,0,0,7,0,0,0,0,0,0,4388,0.0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,1,1,1,2007,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
128,6,2.0,660.0,1348,453.0,1,1966,1966.0,1,660,1,69.0,0,0,6,0,1966,0,1,512.0,1,0,0,1,148.0,0,1,688,5,0,1,1,1,0,1,7590,266.0,0,1,0,1,0,0,1,1,0,0,1,1,0,188,1,1,0,1,1,3,1,0,0,0,108,1,0,0,1,0,1,1,2006,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
129,5,2.0,1008.0,1053,750.0,1,1958,1998.0,1,1053,0,69.0,0,0,6,0,1991,0,0,567.0,1,1,0,0,413.0,0,0,0,7,0,1,0,1,0,1,8973,85.0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,3,0,0,0,0,80,1,0,0,1,0,1,1,2006,0,0,1,0,0,0,0,0,0,1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,180,0,0,0,0,0,0,0
130,7,2.0,924.0,2157,487.0,2,1966,1966.0,1,1216,0,88.0,0,0,8,1,1966,0,2,445.0,1,0,0,1,479.0,0,1,941,6,0,1,0,1,0,0,14200,309.0,0,1,0,1,0,0,1,0,1,0,1,1,0,105,1,1,0,1,1,4,1,0,0,0,66,1,0,0,1,0,1,1,2006,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,6,2.0,992.0,2054,390.0,2,2000,2000.0,0,1022,0,74.57323523501867,1,1,7,1,2000,1,1,695.0,0,0,0,0,297.0,0,1,1032,5,1,0,1,0,0,0,12224,40.0,0,0,0,1,0,0,1,1,0,0,1,1,1,24,1,1,0,1,1,3,1,0,0,0,48,1,0,1,1,0,1,1,2009,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,5,2.0,1063.0,1327,624.0,1,1959,1974.0,1,1327,0,75.0,0,0,7,1,2002,0,0,405.0,1,1,1,0,658.0,1,0,0,6,0,1,0,1,0,0,7388,0.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2007,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,8,2.0,1267.0,1296,471.0,2,2001,2001.0,0,1296,0,70.6394836173728,1,1,6,1,2002,0,0,1005.0,0,1,0,1,262.0,0,0,0,5,1,0,1,0,0,0,6853,136.0,0,0,0,1,0,0,0,0,0,0,1,0,0,192,1,1,0,1,1,2,1,0,0,0,25,1,0,0,1,0,1,1,2009,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,5,2.0,1461.0,1721,440.0,2,1968,1968.0,1,1721,1,78.0,0,0,7,0,1993,0,1,570.0,1,0,0,1,891.0,0,0,0,6,0,1,0,0,0,0,10335,0.0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,3,1,0,0,0,96,1,0,0,1,0,1,1,2006,1,0,0,0,0,180,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,7,2.0,1304.0,1682,530.0,2,1970,1970.0,1,1682,1,80.0,0,1,7,0,1970,0,1,0.0,1,0,1,1,1304.0,0,0,0,6,0,0,0,1,0,0,10400,288.0,0,0,0,1,0,0,0,0,1,0,1,0,0,98,1,1,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2008,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,5,1.0,1214.0,1214,318.0,2,1967,1967.0,1,1214,1,70.41087414892418,0,0,5,0,1967,0,1,695.0,1,0,0,1,519.0,0,0,0,5,0,1,0,0,0,1,10355,196.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,3,1,0,0,0,111,1,0,0,1,0,1,1,2007,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
137,7,3.0,1907.0,1959,766.0,3,1988,1989.0,1,1959,1,82.0,0,0,9,0,1989,0,0,0.0,1,1,1,0,1907.0,0,0,0,5,0,1,1,1,0,0,11070,70.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,5,1,0,0,0,0,1,0,0,1,0,2,1,2006,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,8,3.0,1004.0,1852,660.0,2,1999,1999.0,0,1004,0,73.0,1,1,7,1,2000,1,2,668.0,0,0,0,1,336.0,0,1,848,5,1,0,1,0,0,0,9066,320.0,0,0,0,1,0,0,1,0,0,0,1,1,1,224,1,1,0,1,1,3,1,0,0,1,106,1,0,0,1,0,1,0,2008,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,6,2.0,928.0,1764,470.0,2,1997,1997.0,1,928,0,65.0,0,1,7,1,1997,1,0,821.0,0,1,0,1,107.0,0,1,836,5,1,0,1,0,0,0,15426,0.0,1,0,0,1,0,0,1,1,0,0,1,1,0,276,1,1,0,1,1,3,1,0,0,1,99,1,0,0,1,0,1,1,2009,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,4,0.0,864.0,864,0.0,1,1971,1964.0785219399538,1,864,1,70.0,0,0,5,0,1971,0,1,432.0,1,0,0,0,432.0,0,0,0,5,0,1,0,1,0,1,10500,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,1,0,0,1,0,1,1,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,7,2.0,1734.0,1734,660.0,2,2005,2005.0,0,1734,0,78.0,1,1,7,1,2005,1,0,1300.0,0,1,0,1,434.0,0,0,0,5,1,0,1,1,0,0,11645,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,160,1,1,0,1,1,3,1,0,0,1,24,1,0,0,1,0,1,0,2006,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,5,2.0,910.0,1385,720.0,2,1952,2000.0,1,910,1,71.0,0,0,6,0,1952,0,0,507.0,1,1,1,0,403.0,1,0,475,4,0,1,0,1,0,0,8520,0.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4,1,0,0,0,0,1,0,0,1,0,1,1,2010,1,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,7,2.0,1490.0,1501,577.0,2,1999,1999.0,0,1501,0,78.0,1,1,6,1,1999,1,0,679.0,0,1,0,1,811.0,0,0,0,5,1,0,1,0,0,0,10335,183.0,0,0,0,1,0,0,0,1,0,0,1,0,0,144,1,1,0,1,1,3,1,0,0,1,29,1,1,0,1,0,1,0,2009,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,5,2.0,1728.0,1728,504.0,2,1963,1963.0,1,1728,1,70.0,0,0,10,0,1963,0,0,1332.0,1,1,1,0,396.0,1,0,0,5,0,1,0,1,0,1,9100,336.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,6,1,0,0,0,0,1,0,0,1,0,2,1,2006,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,6,2.0,970.0,1709,380.0,2,2004,2004.0,0,970,0,24.0,1,1,7,1,2006,1,0,0.0,0,1,1,0,970.0,1,0,739,5,0,0,1,1,0,0,2522,50.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,3,1,1,0,0,40,1,0,0,1,0,1,1,2006,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,5,1.0,715.0,875,180.0,1,1931,1931.0,1,875,1,51.0,0,0,5,0,1993,0,0,209.0,1,1,1,0,506.0,1,0,0,7,0,0,0,1,1,1,6120,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,48,1,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,1,2009,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,7,2.0,884.0,2035,434.0,2,2001,2001.0,0,884,0,67.43655383201934,1,1,8,1,2001,1,1,0.0,0,0,0,0,884.0,0,1,1151,5,0,0,1,0,0,0,9505,180.0,0,0,0,1,0,0,1,0,1,0,1,1,0,144,1,1,0,1,1,3,1,0,0,0,48,1,0,1,1,0,1,1,2010,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,7,0.0,1080.0,1080,0.0,1,2004,1990.2735042735044,1,1080,0,63.0,0,1,6,1,2005,1,0,680.0,0,1,0,0,400.0,0,0,0,5,1,0,1,1,0,0,7500,120.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2008,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,5,1.0,896.0,1344,240.0,1,1936,1936.0,1,896,1,62.236191139898025,0,0,7,0,1950,1,0,0.0,0,1,1,0,896.0,1,0,448,4,0,0,0,1,0,0,6240,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,200,1,1,0,0,1,3,0,0,0,0,114,1,0,0,1,0,1,1,2006,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,5,2.0,969.0,969,440.0,1,1975,1975.0,1,969,1,120.0,0,0,5,0,1975,0,0,716.0,1,1,1,1,253.0,0,0,0,6,0,1,0,1,0,1,10356,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,3,1,0,0,1,0,1,0,0,1,0,1,0,2007,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
151,8,3.0,1710.0,1710,866.0,2,2007,2007.0,0,1710,0,107.0,1,1,6,1,2008,0,1,1400.0,0,0,0,1,310.0,0,0,0,5,1,0,1,1,0,0,13891,436.0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,2,1,1,0,0,102,1,1,0,1,0,1,0,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,6,2.0,825.0,1993,495.0,2,1971,1971.0,1,1097,1,75.29662414230557,0,0,8,0,1971,0,1,416.0,1,0,0,1,409.0,0,1,896,5,0,1,0,0,0,0,14803,252.0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,4,1,0,0,0,66,1,0,0,1,0,1,1,2006,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
