,OverallQual,GarageCars,KitchenExterQual,GrLivArea,Baths,BsmtQual,YearBuiltRev,LotFrontage,1stFlrSF,HasPconc,YearRemodAdd,TotRmsAbvGrd,BsmtFinSF1,HasFireplaces,NeighGroup_NNS,HeatingQC,HasOpenPorchSF,NeighGroup_BlueSwis,GarageFinish_Unf,GarageType_Detchd,GarageType_Attchd,GarageFinish_Fin,BsmtUnfSF,MSSubClass_60,2ndFlrSF,OverallCond,SaleCondition_Partial,NeighGroup_BEO,BsmtFinType1_GLQ,Foundation_CBlock,MSZoning_RM,GarageQual,GarageFinish_RFn,Exterior1st_VinylSd,HasMasVnrArea,Electrical_SBrkr,LotShape_Reg,HasWoodDeckSF,MasVnrType_None,Neighborhood_NAmes,LotArea,GarageCond,NeighGroup_C3,MSSubClass_30,Neighborhood_NridgHt,CentralAir_Y,NeighGroup_BNS,LotShape_IR1,NeighGroup_STV,PavedDrive_Y,HasVnrStone,Neighborhood_Somerst,HasGarageArea,Neighborhood_NoRidge,BedroomAbvGr,Neighborhood_Gilbert,HouseStyle_2Story,MasVnrType_BrkFace,BsmtExposure_Gd,MSZoning_RL,NeighGroup_BrMeadow,Neighborhood_MeadowV,Foundation_BrkTil,MSZoning_FV,Electrical_FuseA,Neighborhood_CollgCr,Neighborhood_OldTown,GarageType_BuiltIn,BsmtCond,BsmtFinType1_ALQ,BsmtExposure_None,Fence_MnPrv,MSSubClass_160,Neighborhood_BrkSide,Neighborhood_Edwards,MSSubClass_50,Neighborhood_BrDale,Exterior1st_Wd Sdng,BsmtExposure_No,SaleType_COD,Neighborhood_NWAmes,BsmtExposure_Av,Neighborhood_NPkVill,ExterCond,LandContour_Bnk,EnclosedPorch,IsDuplex
59,5,1.0,6.0,780,1.0,3,97,60.0,780,0,1972,4,632.0,0,0,5,0,0,1,1,0,0,148.0,0,0,7,0,0,0,1,0,3,0,0,0,1,1,1,1,0,7200,3,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0
13,7,3.0,8.0,1494,2.0,4,131,91.0,1494,1,2007,7,0.0,1,0,5,1,0,0,0,1,0,1494.0,0,0,5,1,0,0,0,0,3,1,1,1,1,0,1,0,0,10652,3,1,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
1451,8,3.0,9.0,1578,2.0,4,133,78.0,1578,1,2009,7,0.0,1,0,5,1,0,0,0,1,1,1573.0,0,0,5,1,0,0,0,0,3,0,0,1,1,1,0,0,0,9262,3,0,0,0,1,0,0,1,1,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1320,6,2.0,6.0,1478,2.5,3,82,70.0,1478,0,1957,6,189.0,1,0,4,0,1,0,0,1,0,628.0,0,0,3,0,0,0,1,0,3,1,0,0,1,1,1,1,1,8400,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
940,6,2.0,6.0,1728,2.0,3,101,55.0,1728,0,1976,8,936.0,0,0,3,0,1,1,0,1,0,396.0,0,0,5,0,0,0,1,0,3,0,0,0,1,0,1,1,0,12640,3,0,0,0,1,0,1,0,1,0,0,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
1153,6,1.0,7.0,816,1.0,3,55,58.564154718485895,816,0,2007,5,538.0,0,0,5,0,0,1,1,0,0,278.0,0,0,8,0,0,0,0,1,3,0,0,0,1,1,0,1,0,5890,3,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,96,0
1396,5,2.0,6.0,1687,2.0,3,73,114.33973538617353,1687,0,1950,7,353.0,1,0,3,0,0,1,1,0,0,60.0,0,0,5,0,0,0,1,0,3,0,0,0,1,0,0,1,0,57200,3,0,0,0,1,0,1,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,50,0
977,7,2.0,8.0,1241,2.5,4,131,35.0,1241,1,2007,4,1106.0,0,0,5,1,0,0,0,1,1,135.0,0,0,5,1,0,1,0,0,3,0,1,0,1,0,0,1,0,4274,3,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
991,8,2.0,8.0,1742,1.5,3,7,121.0,916,0,1986,8,216.0,1,0,4,1,0,1,0,1,0,700.0,0,826,9,0,1,0,0,1,3,0,0,0,1,1,0,1,0,17671,3,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0
322,7,2.0,8.0,2730,3.5,3,111,86.0,1553,0,1987,8,28.0,1,0,5,1,0,0,0,1,1,0.0,1,1177,5,0,0,0,1,0,3,0,0,1,1,0,1,0,0,10380,3,0,0,0,1,1,1,0,1,0,0,1,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
748,7,2.0,8.0,1720,3.0,4,121,59.0,1720,1,1996,7,919.0,1,1,5,1,0,0,0,1,1,801.0,0,0,5,0,0,1,0,0,3,0,1,1,1,0,1,0,0,10593,3,0,0,0,1,0,1,0,1,0,0,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,154,0
441,4,0.0,5.0,1440,2.0,3,80,92.0,1440,0,1955,8,133.0,0,0,3,0,0,0,0,0,0,1307.0,0,0,4,0,1,0,1,0,0,0,1,1,0,1,0,0,0,12108,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1
1413,8,2.0,8.0,1844,3.0,4,130,88.0,1844,1,2006,7,976.0,1,0,5,1,0,0,0,1,1,868.0,0,0,5,0,0,1,0,0,3,0,1,1,1,0,1,0,0,10994,3,0,0,0,1,1,1,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0
697,5,1.0,6.0,1148,1.5,5,77,57.0,1148,1,1952,6,210.0,0,0,2,0,0,1,1,0,0,219.0,0,0,7,0,1,0,0,0,3,0,0,0,0,0,0,1,0,6420,3,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0
554,7,3.0,8.0,2046,3.5,4,128,85.0,1006,1,2004,8,866.0,1,1,5,1,0,0,0,0,0,132.0,1,1040,5,0,0,1,0,0,3,1,1,1,1,1,1,0,0,10625,3,0,0,1,1,0,0,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
256,6,2.0,8.0,1728,2.5,4,128,64.0,864,1,2003,7,503.0,0,0,5,1,0,0,0,1,0,361.0,1,864,5,0,0,0,0,0,3,1,1,0,1,0,1,1,0,8791,3,0,0,0,1,0,1,1,1,0,1,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
560,5,2.0,6.0,1392,2.5,4,82,77.78282682965708,1392,0,1996,5,1302.0,1,0,3,0,1,1,1,0,0,90.0,0,0,6,0,0,0,1,0,3,0,0,1,1,0,0,0,0,11341,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0
669,4,1.0,5.0,1180,1.0,2,47,80.0,1180,0,1950,5,0.0,1,0,5,0,0,1,1,0,0,700.0,0,0,5,0,0,0,0,0,3,0,0,0,1,1,0,1,0,11600,2,1,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,67,0
675,6,2.0,6.0,1441,2.5,3,103,24.0,855,0,1978,7,311.0,1,0,3,0,1,1,0,1,0,544.0,0,586,6,0,0,0,1,0,3,0,0,0,1,1,1,1,0,2289,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0
1063,6,2.0,7.0,1103,1.0,3,50,50.0,1103,0,1980,5,397.0,1,0,4,1,0,1,1,0,0,706.0,0,0,6,0,1,0,0,1,3,0,0,0,1,1,1,1,0,6000,3,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
72,7,2.0,6.0,1718,2.5,4,123,74.0,885,1,1998,7,0.0,1,0,4,1,0,0,0,1,1,832.0,1,833,5,0,0,0,0,0,3,0,1,1,1,0,0,0,0,10141,3,0,0,0,1,1,1,0,1,0,0,1,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
257,7,2.0,8.0,1604,3.5,4,131,68.0,1604,1,2006,8,1334.0,1,0,5,1,0,0,0,1,0,270.0,0,0,5,0,0,1,0,0,3,1,1,1,1,1,1,0,0,8814,3,1,0,0,1,0,0,0,1,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
941,7,2.0,8.0,2060,3.5,4,124,70.55163110941484,1022,1,1999,8,772.0,1,0,5,0,0,0,0,0,0,220.0,1,1038,5,0,0,0,0,0,3,1,1,1,1,0,0,0,0,8755,3,0,0,0,1,1,1,0,1,0,0,1,0,3,1,1,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
2,7,2.0,8.0,1786,3.5,4,126,68.0,920,1,2002,6,486.0,1,0,5,1,0,0,0,1,0,434.0,1,866,5,0,0,1,0,0,3,1,1,1,1,0,0,0,0,11250,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1135,6,1.0,6.0,986,1.0,3,51,60.0,986,0,1950,5,0.0,1,0,3,1,0,1,1,0,0,960.0,0,0,5,0,1,0,0,1,3,0,0,0,1,1,0,1,0,6180,3,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0
647,6,2.0,6.0,1094,1.0,3,78,85.0,1094,0,1953,5,500.0,1,0,5,0,0,0,0,1,0,594.0,0,0,5,0,1,0,1,0,3,1,0,1,1,0,0,0,0,10452,3,0,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0
367,6,1.0,6.0,1431,1.5,4,87,101.0,1431,0,1962,6,371.0,1,0,4,1,1,0,0,0,0,728.0,0,0,5,0,0,1,1,0,3,1,0,1,1,0,1,0,1,9150,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1100,2,1.0,5.0,438,1.0,3,45,60.0,438,0,1950,3,290.0,0,0,3,0,1,1,1,0,0,0.0,0,0,5,0,0,0,1,0,3,0,0,0,0,1,0,1,0,8400,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0
834,5,2.0,6.0,1144,2.0,3,86,75.0,1144,0,1961,6,572.0,0,0,4,0,1,1,0,1,0,572.0,0,0,6,0,0,0,1,0,3,0,1,1,1,1,0,0,1,7875,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
479,4,2.0,6.0,1131,1.0,2,62,50.0,1131,0,2000,7,168.0,0,0,3,1,0,1,1,0,0,739.0,0,0,7,0,1,0,0,1,3,0,0,1,1,1,0,0,0,5925,3,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0
1389,6,2.0,6.0,1218,1.5,3,66,60.0,869,0,1950,6,375.0,1,0,5,0,0,1,1,0,0,360.0,0,349,6,0,1,0,0,1,3,0,0,0,1,1,0,1,0,6000,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0
813,6,1.0,6.0,1442,1.5,3,83,75.0,1442,0,1958,7,608.0,0,0,4,0,1,0,0,1,0,834.0,0,0,6,0,0,0,1,0,3,1,0,1,1,1,0,0,1,9750,3,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,275,0
585,8,3.0,8.0,2028,3.0,5,130,88.0,2028,1,2006,7,1460.0,1,0,5,1,0,0,0,1,0,408.0,0,0,5,1,0,1,0,0,3,1,1,1,1,1,1,0,0,11443,3,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
117,5,2.0,6.0,1125,1.5,4,131,74.0,1125,1,2007,5,0.0,0,0,4,1,0,1,0,1,0,1125.0,0,0,5,1,1,0,0,0,3,0,1,0,1,1,1,1,0,8536,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0
904,5,1.0,6.0,902,1.0,3,92,61.38900187101674,902,0,1967,6,599.0,0,0,3,0,1,1,0,1,0,277.0,0,0,6,0,0,1,1,0,3,0,0,1,1,0,0,0,0,6173,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
5,5,2.0,6.0,1362,2.5,4,118,85.0,796,0,1995,5,732.0,0,0,5,1,1,1,0,1,0,64.0,0,566,5,0,0,1,0,0,3,0,1,0,1,0,1,1,0,14115,3,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0
1354,7,3.0,8.0,1865,3.5,4,125,71.54522504905027,992,1,2000,7,735.0,1,0,5,1,0,0,0,1,0,257.0,1,873,5,0,0,1,0,0,3,1,1,0,1,0,0,1,0,10316,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
927,7,2.0,6.0,1978,2.5,3,93,72.53177137616308,1098,0,1968,9,552.0,1,0,4,1,0,0,0,1,0,280.0,1,880,5,0,0,0,1,0,3,1,0,1,1,1,0,0,0,9900,3,0,0,0,1,1,0,0,1,0,0,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0
1125,4,2.0,5.0,1005,1.0,3,80,60.0,1005,0,1955,5,0.0,1,0,3,0,1,1,1,0,0,1005.0,0,0,5,0,0,0,1,0,2,0,0,0,1,1,0,1,1,10434,2,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
909,6,2.0,8.0,1484,2.5,4,130,149.0,742,1,2005,8,0.0,1,0,5,1,0,0,0,1,1,742.0,1,742,5,0,0,0,0,0,3,0,1,0,1,0,1,1,0,12589,3,0,0,0,1,1,0,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1064,5,2.0,6.0,1154,1.5,3,91,65.14776258233618,1154,0,1966,6,740.0,1,0,5,1,1,0,0,1,0,184.0,0,0,6,0,0,0,1,0,3,1,0,1,1,0,0,0,1,11000,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
445,6,2.0,6.0,1689,1.0,3,81,73.0,1689,0,1956,7,0.0,1,0,2,0,0,1,0,1,0,1436.0,0,0,5,0,1,0,1,0,3,0,0,0,1,1,0,1,0,9855,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,1,1,0,0,0,3,0,0,0
136,5,1.0,6.0,1214,2.0,3,92,71.50705388992796,1214,0,1967,5,695.0,1,0,3,1,1,0,0,1,0,519.0,0,0,5,0,0,0,1,0,3,1,0,1,1,0,0,0,1,10355,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
11,9,3.0,10.0,2324,4.0,5,130,85.0,1182,1,2006,11,998.0,1,1,5,1,0,0,0,0,1,177.0,1,1142,5,1,0,1,0,0,3,0,0,1,1,0,1,0,0,11924,3,0,0,1,1,0,1,0,1,1,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1028,5,1.0,6.0,1376,2.0,3,66,79.0,968,0,1950,6,368.0,1,0,3,0,1,1,0,1,0,359.0,0,408,5,0,0,0,1,0,3,0,0,0,1,1,0,1,1,9492,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0
332,8,3.0,8.0,1629,3.0,4,128,85.0,1629,1,2004,7,1124.0,1,1,5,0,0,0,0,1,0,1603.0,0,0,5,0,0,1,0,0,3,1,1,1,1,0,0,0,0,10655,3,0,0,1,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
604,7,2.0,8.0,1494,3.0,4,127,88.0,1494,1,2002,6,922.0,1,0,5,1,0,0,0,1,0,572.0,0,0,5,0,0,1,0,0,3,1,1,1,1,0,1,0,0,12803,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
568,8,2.0,8.0,2132,2.5,4,108,79.0,1496,0,2009,5,1441.0,1,0,5,1,0,0,0,0,1,55.0,0,636,8,0,0,1,1,0,4,0,0,0,1,0,1,1,0,12327,3,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0
858,7,2.0,6.0,1370,2.0,4,101,80.0,1370,0,1976,6,0.0,1,0,3,0,0,0,0,1,0,1090.0,0,0,5,0,0,0,1,0,3,1,0,1,1,1,0,0,0,10400,3,0,0,0,1,1,0,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0
698,5,1.0,6.0,894,2.0,3,90,65.0,894,0,2009,5,553.0,1,0,5,1,1,1,1,0,0,224.0,0,0,8,0,0,1,1,0,3,0,0,0,1,1,1,1,0,8450,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
1398,5,1.0,6.0,1904,2.5,3,75,60.0,1136,0,1982,7,180.0,0,0,4,0,1,1,0,1,0,676.0,0,768,4,0,0,0,1,0,3,0,1,0,0,1,0,1,1,7200,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,168,0
54,5,2.0,6.0,1360,1.0,3,80,60.0,1360,0,1955,6,384.0,1,0,3,1,1,1,1,0,0,0.0,0,0,5,0,0,0,1,0,3,0,0,0,1,1,0,1,1,7134,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0
826,5,0.0,7.0,784,2.0,3,49,50.0,784,0,1950,5,784.0,0,0,4,0,0,0,0,0,0,0.0,0,0,6,0,1,0,0,1,0,0,0,0,1,1,0,1,0,6130,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,116,0
233,5,1.0,6.0,894,2.0,3,101,75.0,894,0,1976,5,182.0,0,0,3,0,0,1,0,1,0,0.0,0,0,6,0,0,0,1,0,3,0,0,0,1,1,1,1,0,10650,3,1,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
84,7,2.0,6.0,1474,2.5,4,120,58.86652407615549,804,1,1996,7,0.0,1,0,4,1,0,0,0,0,1,384.0,0,670,5,0,0,0,0,0,3,0,0,1,1,0,1,0,0,8530,3,0,0,0,1,1,1,0,1,0,0,1,0,3,1,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
641,7,2.0,8.0,1929,3.5,4,126,69.50752717618323,1057,1,2001,7,738.0,1,0,5,1,0,0,0,1,1,319.0,1,872,5,0,0,1,0,0,3,0,1,0,1,1,0,1,0,7050,3,0,0,0,1,0,0,1,1,0,1,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1128,7,2.0,8.0,1959,2.5,4,129,59.0,847,1,2005,8,0.0,1,0,5,1,0,0,0,0,1,847.0,1,1112,5,0,0,0,0,0,3,0,1,0,1,0,1,1,0,11796,3,0,0,0,1,1,1,0,1,0,0,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
64,7,2.0,7.0,2034,3.5,4,122,73.27317707319072,1057,1,1998,8,739.0,0,0,5,1,0,0,0,1,0,318.0,1,977,5,0,0,1,0,0,3,1,1,1,1,1,1,0,0,9375,3,1,0,0,1,0,0,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1189,7,2.0,7.0,1804,2.5,3,124,60.0,1028,1,1999,7,0.0,1,0,4,1,0,0,0,1,1,994.0,1,776,5,0,0,0,0,0,3,0,1,0,1,1,1,1,0,7500,3,0,0,0,1,1,0,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
187,5,1.0,6.0,1656,2.5,2,41,60.0,808,0,1987,8,0.0,0,0,5,0,0,1,1,0,0,660.0,0,704,7,0,1,0,1,0,2,0,0,0,1,1,0,1,0,10410,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0
767,6,1.0,6.0,1750,3.0,4,65,75.0,983,0,1985,7,660.0,0,0,5,0,1,1,0,1,0,323.0,0,767,7,0,0,0,1,0,3,0,1,0,1,0,1,1,0,12508,3,0,0,0,1,0,1,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,156,0
151,8,3.0,8.0,1710,3.0,5,132,107.0,1710,1,2008,6,1400.0,1,1,5,1,0,0,0,1,0,310.0,0,0,5,1,0,1,0,0,3,1,1,1,1,1,0,0,0,13891,3,0,0,1,1,0,0,0,1,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1122,4,1.0,6.0,960,1.0,3,81,58.320212090435426,960,0,1956,5,0.0,0,0,5,0,0,1,0,0,0,672.0,0,0,3,0,1,0,1,0,3,0,0,0,0,0,1,1,0,8926,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0
1453,5,0.0,6.0,1140,1.0,4,131,90.0,1140,1,2006,6,0.0,0,0,5,1,1,0,0,0,0,1140.0,0,0,5,0,0,0,0,0,0,0,1,0,1,1,1,1,0,17217,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
388,7,2.0,8.0,1479,2.0,4,124,93.0,1479,1,2000,6,0.0,0,0,5,1,0,0,0,1,0,1468.0,0,0,5,0,0,0,0,0,3,1,1,1,1,0,1,0,0,9382,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
137,7,3.0,6.0,1959,3.0,3,113,82.0,1959,0,1989,9,0.0,0,0,4,0,1,1,0,0,0,1907.0,0,0,5,0,0,0,1,0,3,0,1,1,1,1,0,0,0,11070,3,0,0,0,1,0,0,0,1,0,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1
172,7,2.0,8.0,1767,3.0,4,112,44.0,1064,1,1987,5,495.0,1,1,4,1,0,0,0,1,0,354.0,0,703,7,0,0,1,0,0,4,1,0,0,1,0,1,1,0,5306,3,0,0,0,1,0,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0
530,6,2.0,8.0,1509,3.0,4,113,85.0,1509,0,1989,5,783.0,1,0,5,0,0,0,0,1,0,678.0,0,0,5,0,0,1,1,0,3,1,0,1,1,1,1,0,0,10200,3,0,0,0,1,0,0,1,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
